station,storet_id,usgs_id,long_name,short_name,has_telemetry,tel_min_tstamp,tel_max_tstamp,has_archive,arc_min_tstamp,arc_max_tstamp,has_water_chemistry,has_gagings,has_cross_section,has_flood_levels,has_photos,has_description,provider1,provider2,is_cwl_site,is_flood_warning_gage,county_id,dnr_major,has_stats,class_262,value_232,value_262,tstamp_232,tstamp_262,lat,lon
"32002002","","","Iosco Creek @ 55th Street Bridge","Iosco Ck.",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2002-10-01 00:00:00","2005-09-30 00:00:00",0,1,0,0,0,0,DNR,,0,0,81,32,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",44.158118,-93.607928
"33118001","","05330800","Purgatory Creek at Eden Prairie, MN","Purgatory Crk",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1975-10-01 00:00:00","1980-12-30 00:00:00",0,0,0,0,0,0,USGS,,0,0,27,33,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",44.830603,-93.424459
"82015001","S004-528","06482540","Split Rock Creek nr Jasper, 201st St","Split Rock nr Jasper",1,"2010-12-31 20:30:00","2012-07-26 09:15:00",1,"2008-09-05 00:00:00","2010-12-31 00:00:00",1,1,0,0,1,1,DNR,,1,0,67,82,0,0,85.64,17.4803,"2012-07-26 09:15:00","2012-07-26 09:15:00",43.776822,-96.437262
"39043001","","","Maple Creek at Owatonna, CSAH35","Maple Cr Owatonna",1,"2012-01-17 07:15:00","2012-07-26 09:00:00",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",0,0,0,0,0,1,DNR,,0,0,74,39,0,0,1166.56,-1,"2012-07-26 09:00:00","0001-01-01 00:00:00 BC",44.102305,-93.193432
"18088001","S001-256","05278400","North Fork Crow River nr Rockford, Farmington Ave","NF Crow, Rockford",1,"2010-12-31 20:00:00","2012-07-26 08:45:00",1,"2001-05-20 00:00:00","2010-12-31 00:00:00",1,1,0,0,1,1,DNR,,1,0,86,18,0,0,76.99,272.762,"2012-07-26 08:45:00","2012-07-26 08:45:00",45.095787,-93.789480
"16073001","S006-153","","Trout Creek nr Little Sauk, Clayhill Rd","Trout Crk, Little Sk",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2011-01-01 00:00:00","2011-10-28 00:00:00",1,1,0,0,0,0,PCA,,0,0,77,16,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",45.846435,-94.845731
"74004001","","05129290","Gold Portage Outlet from Kabetogama Lake nr Ray, MN","Gold Port. Outlet",1,"2010-12-31 20:45:00","2012-07-26 09:30:00",1,"1982-10-01 00:00:00","2012-07-21 00:00:00",0,0,0,0,0,0,USGS,,0,0,69,74,1,4,17.69,575,"2012-07-26 09:30:00","2012-07-26 09:30:00",48.524444,-93.074722
"09118001","S004-407","","Willow River nr Palisade, CSAH5","Willow River, CSAH5",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2007-04-13 00:00:00","2011-12-31 00:00:00",1,1,0,0,0,0,PCA,,0,0,01,09,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",46.734636,-93.484952
"29065005","","","Highwater Creek nr Lamberton, CSAH11","Highwater Crk CSAH11",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2008-10-01 00:00:00","2011-12-31 00:00:00",0,1,1,0,1,1,DNR,,0,0,17,29,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",44.152009,-95.257070
"55060002","","","Mustinka River nr Wheaton, CSAH9","Mustinka Wheaton",1,"2010-12-31 20:15:00","2012-07-26 09:00:00",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",0,1,0,0,0,0,DNR,,1,0,78,55,0,0,77.26,75.2171,"2012-07-26 09:00:00","2012-07-26 09:00:00",45.813804,-96.508780
"24039001","S004-555","05299780","West Branch Lac Qui Parle River nr Madison, US212","WBLQP Madison LQP5",1,"2010-12-31 20:45:00","2012-07-26 09:30:00",1,"2001-04-05 00:00:00","2010-12-30 00:00:00",0,1,1,1,1,1,DNR,,0,1,37,24,0,0,8.78,5.7788,"2012-07-26 09:30:00","2012-07-26 09:30:00",44.935784,-96.192410
"43064001","","","Crystal Creek nr Harmony, TWP315","Crystal Cr Outlet",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2010-03-05 00:00:00","2011-12-07 00:00:00",0,1,1,0,0,1,DNR,,0,0,23,43,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",43.589257,-92.112721
"37030002","S001-423","","Sunrise River nr Sunrise, MN95","Sunrise, MN95",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2010-01-01 00:00:00","2010-12-31 00:00:00",1,1,1,0,0,1,PCA,,0,0,13,37,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",45.513221,-92.853748
"41010001","S004-383","05373720","North Fork Zumbro River nr Wanamingo, CR30","NF Zumbro Wanamingo",1,"2010-12-31 20:45:00","2012-07-26 09:30:00",1,"1998-06-13 00:00:00","2011-12-31 00:00:00",1,1,1,0,1,1,DNR,,0,1,25,41,0,0,9.59,33.0352,"2012-07-26 09:30:00","2012-07-26 09:30:00",44.312250,-92.812817
"54034001","","05050000","Bois de Sioux River nr White Rock, SD","Bois de Sioux Wt Rck",1,"2010-12-31 22:00:00","2012-07-26 09:30:00",1,"1941-10-01 00:00:00","2012-07-21 00:00:00",0,0,0,0,0,0,USGS,,0,0,00,54,1,4,4.24,36,"2012-07-26 09:30:00","2012-07-26 09:30:00",45.862500,-96.573612
"29015001","","05316950","Cottonwood River nr Springfield, CR2","Cottonwood Springf",1,"2010-12-31 20:45:00","2012-07-26 09:30:00",1,"1999-10-01 00:00:00","2011-12-30 00:00:00",0,1,1,0,1,1,DNR,,0,1,08,29,0,0,23.21,3207.64,"2012-07-26 08:30:00","2012-07-26 08:30:00",44.203221,-95.048341
"10048001","","05261000","Mississippi River nr Fort Ripley, MN","Miss River - Fort R",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1987-06-17 00:00:00","2008-11-02 00:00:00",0,0,0,0,0,0,USGS,,0,0,18,10,1,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",46.180434,-94.366549
"37024001","","","Goose Creek nr Harris, CR59","Goose Ck. nr Harris",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2006-03-19 00:00:00","2010-10-04 00:00:00",0,1,0,0,1,1,DNR,,0,0,13,37,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",45.615063,-92.923158
"33010001","S001-629","","High Island Creek nr Fernando, CSAH7","High Island 2P",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2001-04-09 00:00:00","2002-07-15 00:00:00",1,1,0,0,1,0,PCA,,0,0,43,33,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",44.664320,-94.467731
"71041001","","05106000","Sprague Creek nr Sprague, Manitoba, Canada","Sprague - Manitoba",1,"2010-12-31 20:45:00","2012-07-26 09:30:00",1,"1928-10-01 00:00:00","2012-07-21 00:00:00",0,0,0,0,0,0,USGS,,0,0,68,71,1,1,2.17,0.89,"2012-07-26 09:30:00","2012-07-26 09:30:00",48.992488,-95.662338
"03012001","","04023150","Simian Creek nr Brookston, MN","Simian Creek",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1983-07-08 00:00:00","1984-09-29 00:00:00",0,0,0,0,0,0,USGS,,0,0,69,03,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",46.804192,-92.513782
"28098001","S005-628","","Crow Creek nr Morton, Noble Ave","Crow Crk",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2009-04-02 00:00:00","2010-10-24 00:00:00",1,1,1,0,1,1,PCA,,0,0,64,28,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",44.535657,-95.047744
"03129001","","04019300","West Swan River nr Silica, MN","W Swan, Silica",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1963-04-01 00:00:00","1979-05-30 00:00:00",0,0,0,0,0,0,USGS,,0,0,69,03,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",47.292055,-93.045174
"68006002","","05085900","Snake River nr Alvarado, MN","Snake, Alvarado",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1992-10-01 00:00:00","1996-09-29 00:00:00",0,0,0,0,0,0,USGS,,0,0,45,68,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",48.174199,-96.998954
"70014001","","05097500","North Branch Two Rivers nr Northcote, MN","NB Two Rivers, NCTE",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1941-03-01 00:00:00","1951-11-29 00:00:00",0,0,0,0,0,0,USGS,,0,0,35,70,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",48.818366,-97.053286
"21095001","","05286000","Rum River nr St. Francis, MN","Rum River - St. Fran",1,"2010-12-31 21:30:00","2012-07-26 10:15:00",1,"1929-05-01 00:00:00","2012-07-21 00:00:00",0,0,0,0,0,0,USGS,,1,0,02,21,1,6,4.6,1620,"2012-07-26 10:15:00","2012-07-26 10:15:00",45.327524,-93.372766
"39106002","","","German Lake inlet nr Cleveland, CSAH13","JG7 German Lk inlet",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2009-04-04 00:00:00","2010-10-31 00:00:00",0,1,0,0,1,0,DNR,,0,0,40,39,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",44.263458,-93.734742
"21021001","S002-955","","Rum River nr Milaca, CSAH16","Rum Hwy 16",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2003-10-01 00:00:00","2011-12-30 00:00:00",1,1,0,0,0,0,PCA,,0,0,48,21,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",45.865959,-93.690597
"39000201","","","Lake of the Woods near Warroad:","Lk o.t. Woods nr W.",1,"2011-04-07 05:45:00","2012-07-26 09:30:00",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",0,0,0,0,0,0,DNR,,0,0,68,39,0,0,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",48.903588,-95.316062
"29044003","","05316865","Lake Laura South Inlet nr Walnut Grove, MN","Lake Laura",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1983-05-08 00:00:00","1984-09-29 00:00:00",0,0,0,0,0,0,USGS,,0,0,64,29,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",44.205111,-95.504955
"17008001","S001-929","","Clearwater River nr Clearwater, CSAH40","Clearwater",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2003-10-01 00:00:00","2007-12-31 00:00:00",1,1,0,0,0,0,PCA,,0,0,73,17,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",45.383894,-94.078142
"66052001","","05078470","Judicial Ditch 64 nr Mentor, MN","JD64 - Mentor",1,"2011-06-08 23:00:00","2012-07-25 06:30:00",1,"2002-09-11 00:00:00","2012-07-18 00:00:00",0,0,0,0,0,0,USGS,,0,0,60,66,0,0,1.22,-1,"2012-07-25 06:30:00","0001-01-01 00:00:00 BC",47.737772,-96.202484
"60112001","S002-102","05064000","Wild Rice River at Hendrum, CSAH25","WR 1 - Hendrum",1,"2010-12-31 19:30:00","2012-07-26 09:30:00",1,"1944-04-01 00:00:00","2012-07-21 00:00:00",1,0,0,0,0,0,PCA,USGS,0,0,54,60,1,1,3.75,18,"2012-07-26 09:30:00","2012-07-26 09:30:00",47.266713,-96.796894
"43001001","","05384500","Rush Creek nr Rushford, MN","Rush, Rushford",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1942-09-01 00:00:00","1979-09-29 00:00:00",0,0,0,0,0,0,USGS,,0,0,23,43,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",43.833195,-91.777946
"56066001","S003-166","05046250","Otter Tail River nr Foxhome, CR19","Otter Tail R Foxhome",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1997-10-01 00:00:00","2008-12-31 00:00:00",1,1,1,1,1,1,DNR,,0,1,84,56,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",46.213404,-96.306886
"31030001","","","North Fork Watonwan River nr Sveadahl, MN","N Fork Watonwan R.e",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2000-04-01 00:00:00","2002-11-06 00:00:00",0,1,0,0,0,0,DNR,,0,0,83,31,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",44.063808,-94.658660
"07008001","","05210000","Mississippi R at Days High Landing nr Deer River, MN","Miss R, DaysHighLand",1,"2011-01-07 15:00:00","2012-07-26 10:00:00",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",0,0,0,0,0,0,USGS,,0,0,11,07,0,0,1274.82,-1,"2012-07-26 10:00:00","0001-01-01 00:00:00 BC",47.252032,-93.804072
"17001001","","05275500","Mississippi River at Elk River, MN","Miss River, Elk Rvr",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1915-08-01 00:00:00","1956-10-30 00:00:00",0,0,0,0,0,0,USGS,,0,0,71,17,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",45.301521,-93.565569
"20088003","","05331580","Mississippi River Below L&D #2 at Hastings, MN","LD2",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2006-11-01 00:00:00","2011-09-29 00:00:00",0,0,0,0,0,0,USGS,,0,0,19,20,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",44.746634,-92.852426
"20079001","","450630093045001","Wilkenson Creek Inlet to Wilkenson Lk nr North Oaks, MN","Wilkenson",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1988-04-05 00:00:00","1988-10-30 00:00:00",0,0,0,0,0,0,USGS,,0,0,62,20,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",45.108309,-93.061726
"38034001","","05345100","South Branch Vermillion River at Empire, MN","SB Vermillion",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1901-10-24 00:00:00","1990-09-29 00:00:00",0,0,0,0,0,0,USGS,,0,0,19,38,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",44.659134,-93.007991
"41064001","S001-354","05372990","Cascade Creek at Rochester, 7th St NW","Cascade Ck Rochester",1,"2010-12-31 20:45:00","2012-07-26 09:30:00",1,"1981-01-01 00:00:00","2010-12-30 00:00:00",1,1,1,1,1,1,DNR,USGS,0,1,55,41,1,0,6.16,14.7705,"2012-07-26 09:30:00","2012-07-26 09:30:00",44.030834,-92.471994
"61027002","","05068500","Sand Hill Ditch at Beltrami, MN","Sand Hill Ditch, Blt",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1943-04-01 00:00:00","1958-09-29 00:00:00",0,0,0,0,0,0,USGS,,0,0,60,61,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",47.535426,-96.531302
"38032002","","","North Creek nr Farmington, nr CSAH3","NC808",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2000-05-26 00:00:00","2011-11-01 00:00:00",0,1,0,0,1,1,DNR,,0,0,19,38,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",44.654992,-93.137054
"41063001","","05372995","South Fork Zumbro River at Rochester, MN","SF Zumbro - Rochestr",1,"2010-12-31 22:00:00","2012-07-26 10:15:00",1,"1981-03-26 00:00:00","2012-07-21 00:00:00",0,0,0,0,0,0,USGS,,0,0,55,41,1,2,2.43,83,"2012-07-26 10:15:00","2012-07-26 10:15:00",44.061597,-92.466238
"26038001","S002-201","","Shakopee Creek nr Benson, UNN TWP road (1 mile W MN29)","Site 16 Shakopee Cr",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2003-10-01 00:00:00","2011-10-05 00:00:00",1,1,0,0,1,1,PCA,,0,0,76,26,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",45.203932,-95.613607
"58059001","","05061000","Buffalo River nr Hawley, MN","Buffalo - Hawley",1,"2010-12-31 21:00:00","2012-07-26 09:45:00",1,"1945-04-01 00:00:00","2012-07-21 00:00:00",0,0,0,0,0,0,USGS,,0,0,14,58,1,4,3.45,42,"2012-07-26 09:45:00","2012-07-26 09:45:00",46.850165,-96.330855
"25075001","S002-316","05313500","Yellow Medicine River nr Granite Falls, MN","YM1",1,"2010-12-31 20:00:00","2012-07-26 09:45:00",1,"1931-04-01 00:00:00","2012-07-21 00:00:00",1,0,0,0,0,0,USGS,,1,0,87,25,1,3,2.4,21,"2012-07-26 09:45:00","2012-07-26 09:45:00",44.721635,-95.518702
"38006001","S004-453","","Wells Creek nr Frontenac, CR2","Wells Creek, CR2",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2007-06-29 00:00:00","2007-12-31 00:00:00",1,1,1,0,0,0,DNR,,0,0,25,38,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",44.492664,-92.433938
"61046001","S002-113","05082500","Red River of the North at Grand Forks, ND","RR 4",1,"2010-12-31 20:45:00","2012-07-26 09:45:00",1,"1904-01-01 00:00:00","2012-07-21 00:00:00",1,0,0,0,0,0,USGS,,1,0,00,61,1,3,15.9,1430,"2012-07-26 09:45:00","2012-07-26 09:45:00",47.927039,-97.028780
"36059001","S003-532","","Groundhouse River nr Brunswick, CR12 br.","Groundhouse R.",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2001-10-01 00:00:00","2007-12-31 00:00:00",1,1,0,0,0,0,PCA,,0,0,33,36,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",45.789628,-93.368903
"20065001","","05288500","Mississippi River nr Anoka, MN","Miss River - Anoka",1,"2010-12-31 22:00:00","2012-07-26 10:00:00",1,"2006-03-01 00:00:00","2012-07-21 00:00:00",0,0,0,0,0,0,USGS,,0,0,27,20,1,5,5.15,12400,"2012-07-26 10:00:00","2012-07-26 10:00:00",45.126774,-93.296510
"39038001","S003-009","05353600","Crane Creek nr Medford, CSAH22","Crane Medford",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2009-07-01 00:00:00","2011-10-26 00:00:00",1,1,1,0,1,1,DNR,,0,0,74,39,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",44.147100,-93.255614
"18051001","S001-502","","Jewitts Creek nr Litchfield, 300th St","Jewitts Ck. nr Litch",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1999-10-01 00:00:00","2010-10-18 00:00:00",1,1,0,0,1,0,DNR,,0,0,47,18,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",45.181665,-94.525006
"03084002","","04019500","East Swan River nr Toivola, MN","E Swan River, Toivol",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1953-10-01 00:00:00","1971-11-07 00:00:00",0,0,0,0,0,0,USGS,,0,0,69,03,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",47.281871,-92.835250
"37041002","","05340000","Sunrise River nr Stacy, CSAH19","Sunrise R.",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1949-02-01 00:00:00","1965-07-30 00:00:00",0,1,0,0,0,0,DNR,USGS,0,0,13,37,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",45.408711,-92.932116
"05008001","S003-250","04024098","Deer Creek nr Pleasant Valley, MN23","Deer Crk",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1976-05-24 00:00:00","2011-12-31 00:00:00",1,1,0,0,1,1,PCA,USGS,0,0,09,05,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",46.524739,-92.389139
"28057001","S001-377","05317200","Little Cottonwood River nr Courtland, MN68","L Cottonwood LCR4",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1973-10-01 00:00:00","2010-06-07 00:00:00",1,0,0,0,1,0,USGS,,0,0,07,28,1,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",44.246361,-94.338993
"09033001","","05217000","Swan River nr Warba, MN","Swan, Warba",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1953-10-01 00:00:00","1969-09-29 00:00:00",0,0,0,0,0,0,USGS,,0,0,31,09,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",47.111057,-93.264200
"02009001","S003-670","04015325","Knife River nr Two Harbors, Airport Rd","Knife R at Airport",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2004-05-14 00:00:00","2010-11-07 00:00:00",1,1,0,0,0,0,PCA,,0,0,38,02,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",47.054523,-91.763292
"12030002","","05243723","Straight River nr Park Rapids, CR115","Straight R.",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1986-10-01 00:00:00","1998-11-04 00:00:00",0,0,0,0,0,0,DNR,USGS,0,0,29,12,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",46.879222,-95.119921
"63083001","S002-098","","Red Lake River - RL 1","RL 1",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"2003-01-01 00:00:00","2003-09-29 00:00:00",1,0,0,0,0,0,PCA,,0,0,60,63,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",47.896698,-96.962667
"03155002","","04015447","Partridge River nr Babbitt, Dunka Rd","Partridge, Dunka Rd",1,"2011-05-25 21:15:00","2012-07-26 10:00:00",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",0,1,1,0,0,0,DNR,,0,0,69,03,0,0,2.19,30.2584,"2012-07-26 10:00:00","2012-07-26 10:00:00",47.619336,-91.925483
"78010001","","05134200","Rapid River nr Baudette, MN","Rapid River, Baudete",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1956-10-01 00:00:00","2012-07-21 00:00:00",0,0,0,0,0,0,USGS,,0,0,39,78,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",48.536816,-94.560752
"26042003","","","North Branch Kandiyohi CD29 nr Sunburg, CSAH1 (E side)","N Br. County",0,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",1,"1997-10-01 00:00:00","2003-09-29 00:00:00",0,1,0,0,0,0,DNR,,0,0,34,26,0,7,-1,-1,"0001-01-01 00:00:00 BC","0001-01-01 00:00:00 BC",45.339450,-95.152489
